Date,Time,ObsDate,ObsTime,StnPres,SeaPres,Temperature,Td dew point,RH,WS,WD,WSGust,WDGust,Precp,PrecpHour,SunShine,GloblRad,Visb,UVI,Cloud Amount
2023/2/3,02:00:00,2023-02-03 02:00:00,2,1015.9,1019.5,16.9,13.4,80,3.3,90,7.7,80,0.0,0,...,0,...,0,...
2023/2/3,03:00:00,2023-02-03 03:00:00,3,1015.5,1019.1,17.0,13.1,78,3.2,90,7.9,90,0.0,0,...,0,...,0,...
2023/2/3,04:00:00,2023-02-03 04:00:00,4,1015.4,1019.0,17.0,13.3,79,2.8,80,7.5,80,0.0,0,...,0,...,0,...
2023/2/3,05:00:00,2023-02-03 05:00:00,5,1015.7,1019.3,17.1,13.4,79,2.8,90,7.6,70,0.0,0,...,0,...,0,...
2023/2/3,06:00:00,2023-02-03 06:00:00,6,1016.5,1020.1,17.1,13.4,79,2.6,80,7.3,70,0.0,0,0,0,...,0,...
2023/2/3,07:00:00,2023-02-03 07:00:00,7,1017.1,1020.7,17.2,13.5,79,2.6,80,6.8,80,0.0,0,0,0.01,...,0,...
2023/2/3,08:00:00,2023-02-03 08:00:00,8,1017.6,1021.2,17.4,13.7,79,3.2,80,8.4,70,0.0,0,0,0.18,25,0,9
2023/2/3,09:00:00,2023-02-03 09:00:00,9,1017.9,1021.5,18.6,14.1,75,2.8,90,8.4,80,0.0,0,0.5,0.95,30,1,7
2023/2/3,10:00:00,2023-02-03 10:00:00,10,1017.6,1021.2,19.3,14.1,72,3.9,90,10.2,80,0.0,0,1,1.87,...,4,...
2023/2/3,11:00:00,2023-02-03 11:00:00,11,1017.0,1020.6,19.2,14.0,72,4.2,80,12.2,90,0.0,0,0.9,2.3,30,6,9
2023/2/3,12:00:00,2023-02-03 12:00:00,12,1016.2,1019.8,18.9,14.4,75,5.0,90,11.2,80,0.0,0,0.5,2.16,...,7,...
2023/2/3,13:00:00,2023-02-03 13:00:00,13,1015.5,1019.1,19.2,14.3,73,4.4,80,10.9,70,0.0,0,0.9,2.59,...,8,...
2023/2/3,14:00:00,2023-02-03 14:00:00,14,1015.1,1018.7,19.1,14.4,74,3.7,80,12.4,90,0.0,0,0.3,1.82,30,5,9
2023/2/3,15:00:00,2023-02-03 15:00:00,15,1015.1,1018.7,18.2,14.3,78,4.3,80,11.5,80,0.0,0,0,0.99,...,3,...
2023/2/3,16:00:00,2023-02-03 16:00:00,16,1015.3,1018.9,17.4,14.5,83,4.5,100,10.6,70,0.0,0,0,0.37,...,1,...
2023/2/3,17:00:00,2023-02-03 17:00:00,17,1015.2,1018.8,16.9,14.6,86,3.7,90,10.7,80,0.0,0,0,0.16,12,0,10
2023/2/3,18:00:00,2023-02-03 18:00:00,18,1015.4,1019.0,16.7,14.9,89,3.5,90,10.3,80,0.0,0,0,0.02,...,0,...
2023/2/3,19:00:00,2023-02-03 19:00:00,19,1015.7,1019.3,16.7,14.5,87,4.2,90,11.0,100,0.0,0,0,0,...,0,...
2023/2/3,20:00:00,2023-02-03 20:00:00,20,1016.6,1020.2,16.6,14.6,88,2.7,90,11.6,70,0.0,0,...,0,...,0,...
2023/2/3,21:00:00,2023-02-03 21:00:00,21,1016.5,1020.1,16.6,14.4,87,3.1,100,10.2,90,0.0,0,...,0,...,0,...
2023/2/3,22:00:00,2023-02-03 22:00:00,22,1016.0,1019.6,16.8,14.3,85,2.9,100,10.0,70,0.0,0,...,0,...,0,...
2023/2/3,23:00:00,2023-02-03 23:00:00,23,1016.1,1019.7,16.9,14.4,85,3.2,90,7.9,80,0.0,0,...,0,...,0,...
2023/2/3,00:00:00,2023-02-03 00:00:00,24,1016.0,1019.6,16.9,14.2,84,2.5,90,9.5,60,0.0,0,...,0,...,0,...
2023/2/4,01:00:00,2023-02-04 01:00:00,1,1015.5,1019.1,16.9,14.2,84,3.6,100,9.2,90,0.0,0,...,0,...,0,...
2023/2/4,02:00:00,2023-02-04 02:00:00,2,1015.5,1019.1,17.0,14.1,83,3.7,80,9.5,100,0.0,0,...,0,...,0,...
2023/2/4,03:00:00,2023-02-04 03:00:00,3,1015.1,1018.7,16.8,14.5,86,3.6,90,10.3,80,0.0,0,...,0,...,0,...
2023/2/4,04:00:00,2023-02-04 04:00:00,4,1014.8,1018.4,16.6,14.8,89,3.5,90,10.0,90,0.0,0,...,0,...,0,...
2023/2/4,05:00:00,2023-02-04 05:00:00,5,1015.4,1019.0,16.7,14.9,89,3.9,90,9.2,60,0.0,0,...,0,...,0,...
2023/2/4,06:00:00,2023-02-04 06:00:00,6,1015.6,1019.2,16.4,14.9,91,3.1,100,10.4,80,0.0,0,0,0,...,0,...
2023/2/4,07:00:00,2023-02-04 07:00:00,7,1016.0,1019.6,16.4,14.8,90,3.8,90,9.1,60,0.0,0,0,0.01,...,0,...
2023/2/4,08:00:00,2023-02-04 08:00:00,8,1016.4,1020.0,16.8,14.8,88,3.7,90,9.5,80,0.1,0.5,0,0.17,40,0,9
2023/2/4,09:00:00,2023-02-04 09:00:00,9,1016.5,1020.1,17.8,14.9,83,3.5,100,10.4,80,0.1,0.8,0,0.41,40,1,9
2023/2/4,10:00:00,2023-02-04 10:00:00,10,1016.7,1020.3,18.7,15.0,79,2.5,90,9.2,120,0.0,0,0,0.84,...,2,...
2023/2/4,11:00:00,2023-02-04 11:00:00,11,1016.0,1019.6,18.8,15.3,80,3.7,90,9.7,90,0.0,0,0,0.87,30,3,9
2023/2/4,12:00:00,2023-02-04 12:00:00,12,1015.2,1018.8,18.7,15.8,83,3.1,90,10.0,80,0.0,0,0,1.1,...,4,...
2023/2/4,13:00:00,2023-02-04 13:00:00,13,1014.3,1017.9,18.6,16.0,85,3.2,90,9.5,70,0.0,0,0,0.95,...,3,...
2023/2/4,14:00:00,2023-02-04 14:00:00,14,1014.0,1017.6,18.5,16.1,86,3.8,90,8.7,60,0.1,0.6,0,0.52,30,2,10
2023/2/4,15:00:00,2023-02-04 15:00:00,15,1013.9,1017.5,18.6,16.2,86,3.2,80,9.3,90,0.1,1,0,0.65,...,2,...
2023/2/4,16:00:00,2023-02-04 16:00:00,16,1013.8,1017.4,18.4,16.6,89,3.6,80,9.5,70,0.1,1,0,0.45,...,1,...
2023/2/4,17:00:00,2023-02-04 17:00:00,17,1014.5,1018.1,18.1,16.6,91,3.4,80,8.9,80,0.1,1,0,0.16,25,0,10
2023/2/4,18:00:00,2023-02-04 18:00:00,18,1014.8,1018.4,17.9,16.6,92,3.1,80,8.6,80,0.1,0.3,0,0.02,...,0,...
2023/2/4,19:00:00,2023-02-04 19:00:00,19,1015.0,1018.6,17.8,16.5,92,3.2,90,9.0,70,0.1,0.3,0,0,...,0,...
2023/2/4,20:00:00,2023-02-04 20:00:00,20,1015.2,1018.8,17.6,16.1,91,3.8,90,9.2,70,0.1,0.2,...,0,...,0,...
2023/2/4,21:00:00,2023-02-04 21:00:00,21,1015.2,1018.8,17.4,16.1,92,2.5,90,9.4,100,0.1,0.3,...,0,...,0,...
2023/2/4,22:00:00,2023-02-04 22:00:00,22,1015.0,1018.6,17.4,16.1,92,4.1,110,9.3,110,0.1,0.1,...,0,...,0,...
2023/2/4,23:00:00,2023-02-04 23:00:00,23,1015.1,1018.7,17.6,16.3,92,3.9,100,9.3,80,0.0,0,...,0,...,0,...
2023/2/4,00:00:00,2023-02-04 00:00:00,24,1014.5,1018.1,17.5,16.4,93,2.5,100,8.6,100,0.1,0.1,...,0,...,0,...
2023/2/5,01:00:00,2023-02-05 01:00:00,1,1014.0,1017.6,17.6,16.8,95,2.4,110,8.8,90,0.1,0.3,...,0,...,0,...
2023/2/5,02:00:00,2023-02-05 02:00:00,2,1013.4,1017.0,17.7,17.1,96,2.7,80,9.7,110,0.1,0.5,...,0,...,0,...
2023/2/5,03:00:00,2023-02-05 03:00:00,3,1012.7,1016.3,18.1,17.1,94,3.3,90,7.3,80,0.5,0.6,...,0,...,0,...
2023/2/5,04:00:00,2023-02-05 04:00:00,4,1012.3,1015.9,18.4,17.6,95,2.7,90,7.8,80,0.5,0.6,...,0,...,0,...
2023/2/5,05:00:00,2023-02-05 05:00:00,5,1013.0,1016.6,18.5,17.9,96,1.0,60,6.1,70,0.1,0.2,...,0,...,0,...
2023/2/5,06:00:00,2023-02-05 06:00:00,6,1013.6,1017.2,17.9,17.6,98,1.0,190,2.4,230,0.5,0.4,0,0,...,0,...
2023/2/5,07:00:00,2023-02-05 07:00:00,7,1014.4,1018.0,18.0,17.7,98,0.9,200,2.3,210,1.0,1,0,0,...,0,...
2023/2/5,08:00:00,2023-02-05 08:00:00,8,1014.9,1018.5,17.8,17.5,98,0.8,100,2.4,220,5.5,1,0,0.05,2,0,10
2023/2/5,09:00:00,2023-02-05 09:00:00,9,1014.7,1018.3,18.1,17.8,98,1.8,130,3.5,150,2.5,1,0,0.23,8,0,10
2023/2/5,10:00:00,2023-02-05 10:00:00,10,1014.9,1018.5,18.6,18.1,97,1.0,220,2.7,310,0.5,1,0,0.46,...,1,...
2023/2/5,11:00:00,2023-02-05 11:00:00,11,1014.2,1017.8,19.0,18.7,98,0.4,270,3.2,340,0.5,1,0,0.42,7,1,10
2023/2/5,12:00:00,2023-02-05 12:00:00,12,1012.6,1016.2,19.8,19.3,97,0.5,340,2.7,40,0.1,1,0,0.78,...,3,...
2023/2/5,13:00:00,2023-02-05 13:00:00,13,1011.5,1015.1,20.0,19.2,95,1.2,340,3.1,320,0.1,0.3,0,0.69,...,2,...
2023/2/5,14:00:00,2023-02-05 14:00:00,14,1010.8,1014.4,20.4,19.4,94,1.1,360,3.7,330,0.1,0.1,0,0.54,18,2,10
2023/2/5,15:00:00,2023-02-05 15:00:00,15,1010.6,1014.2,20.6,18.9,90,1.5,60,5.5,80,0.1,1,0,0.53,...,2,...
2023/2/5,16:00:00,2023-02-05 16:00:00,16,1010.6,1014.2,20.6,19.1,91,1.0,40,4.3,70,0.1,0.8,0,0.4,...,1,...
2023/2/5,17:00:00,2023-02-05 17:00:00,17,1011.2,1014.8,19.3,18.5,95,1.5,320,4.7,280,0.5,0.2,0,0.07,16,0,10
2023/2/5,18:00:00,2023-02-05 18:00:00,18,1012.1,1015.7,17.8,17.3,97,1.3,260,6.0,330,0.1,1,0,0.01,...,0,...
2023/2/5,19:00:00,2023-02-05 19:00:00,19,1012.5,1016.1,17.4,16.9,97,1.4,220,3.3,260,0.5,0.5,0,0,...,0,...
2023/2/5,20:00:00,2023-02-05 20:00:00,20,1012.9,1016.5,17.3,16.8,97,2.0,230,4.5,240,0.1,0.2,...,0,...,0,...
2023/2/5,21:00:00,2023-02-05 21:00:00,21,1013.1,1016.7,17.2,16.9,98,1.0,240,3.6,220,1.0,0.9,...,0,...,0,...
2023/2/5,22:00:00,2023-02-05 22:00:00,22,1013.0,1016.6,17.1,16.8,98,1.4,210,2.8,230,0.5,0.6,...,0,...,0,...
2023/2/5,23:00:00,2023-02-05 23:00:00,23,1013.0,1016.6,17.0,16.7,98,1.0,220,2.7,280,1.0,0.8,...,0,...,0,...
2023/2/5,00:00:00,2023-02-05 00:00:00,24,1012.6,1016.2,16.6,16.3,98,1.3,300,3.3,330,1.0,0.7,...,0,...,0,...
2023/2/6,01:00:00,2023-02-06 01:00:00,1,1012.8,1016.4,16.2,15.7,97,2.3,300,4.8,290,0.1,0.3,...,0,...,0,...
2023/2/6,02:00:00,2023-02-06 02:00:00,2,1012.8,1016.4,15.8,15.2,96,1.4,270,4.1,300,0.1,0.4,...,0,...,0,...
2023/2/6,03:00:00,2023-02-06 03:00:00,3,1012.7,1016.3,15.6,15.1,97,1.3,220,4.3,230,4.5,0.8,...,0,...,0,...
2023/2/6,04:00:00,2023-02-06 04:00:00,4,1012.9,1016.5,15.3,14.8,97,1.5,210,3.3,190,3.0,0.9,...,0,...,0,...
2023/2/6,05:00:00,2023-02-06 05:00:00,5,1012.0,1015.6,15.4,15.1,98,2.0,130,4.7,120,3.0,0.9,...,0,...,0,...
2023/2/6,06:00:00,2023-02-06 06:00:00,6,1012.9,1016.5,15.8,15.5,98,1.5,320,4.6,120,0.5,0.2,0,0,...,0,...
2023/2/6,07:00:00,2023-02-06 07:00:00,7,1013.0,1016.6,16.1,15.8,98,0.5,350,4.3,350,2.0,0.7,0,0.01,...,0,...
2023/2/6,08:00:00,2023-02-06 08:00:00,8,1011.9,1015.5,15.9,15.6,98,1.9,120,3.0,130,1.5,0.8,0,0.07,5,0,10
2023/2/6,09:00:00,2023-02-06 09:00:00,9,1013.1,1016.7,16.7,16.2,97,1.3,320,5.1,340,1.0,1,0,0.23,4,0,10
2023/2/6,10:00:00,2023-02-06 10:00:00,10,1013.1,1016.7,16.2,15.6,96,1.3,300,6.0,330,0.1,1,0,0.33,...,1,...
2023/2/6,11:00:00,2023-02-06 11:00:00,11,1013.0,1016.6,17.3,16.3,94,1.1,300,2.7,330,0.5,1,0,0.9,7,3,10
2023/2/6,12:00:00,2023-02-06 12:00:00,12,1011.5,1015.1,18.0,16.5,91,0.8,160,2.5,330,0.1,1,0,1,...,3,...
2023/2/6,13:00:00,2023-02-06 13:00:00,13,1010.2,1013.8,18.5,16.3,87,1.3,230,2.6,310,0.1,0.3,0,1.02,...,3,...
2023/2/6,14:00:00,2023-02-06 14:00:00,14,1009.6,1013.2,20.0,17.4,85,0.5,270,2.3,320,0.0,0,0,1.2,5,3,9
2023/2/6,15:00:00,2023-02-06 15:00:00,15,1008.7,1012.3,20.4,17.4,83,0.7,50,2.8,80,0.0,0,0.4,1.48,...,3,...
2023/2/6,16:00:00,2023-02-06 16:00:00,16,1008.6,1012.2,20.9,17.3,80,0.7,270,2.7,320,0.0,0,0.5,0.95,...,2,...
2023/2/6,17:00:00,2023-02-06 17:00:00,17,1008.7,1012.3,20.0,17.4,85,1.3,340,3.8,320,0.0,0,0.6,0.58,12,0,6
2023/2/6,18:00:00,2023-02-06 18:00:00,18,1009.2,1012.8,19.4,17.2,87,0.7,240,2.9,340,0.0,0,0,0.05,...,0,...
2023/2/6,19:00:00,2023-02-06 19:00:00,19,1009.9,1013.5,18.3,16.5,89,0.6,320,4.5,340,0.0,0,0,0,...,0,...
2023/2/6,20:00:00,2023-02-06 20:00:00,20,1010.4,1014.0,18.2,16.9,92,0.7,50,2.2,60,0.0,0,...,0,...,0,...
2023/2/6,21:00:00,2023-02-06 21:00:00,21,1010.5,1014.1,18.1,17.0,93,1.7,80,3.7,80,0.0,0,...,0,...,0,...
2023/2/6,22:00:00,2023-02-06 22:00:00,22,1010.5,1014.1,18.2,16.9,92,1.8,80,4.8,60,0.0,0,...,0,...,0,...
2023/2/6,23:00:00,2023-02-06 23:00:00,23,1010.3,1013.9,18.2,17.1,93,1.5,100,4.3,80,0.0,0,...,0,...,0,...
2023/2/6,00:00:00,2023-02-06 00:00:00,24,1010.7,1014.3,18.4,17.3,93,1.0,80,3.4,100,0.0,0,...,0,...,0,...
2023/2/7,01:00:00,2023-02-07 01:00:00,1,1011.1,1014.7,18.0,17.0,94,0.6,40,2.6,320,0.1,0.1,...,0,...,0,...
2023/2/7,02:00:00,2023-02-07 02:00:00,2,1011.3,1014.9,17.9,17.1,95,1.3,320,3.1,340,0.0,0,...,0,...,0,...
2023/2/7,03:00:00,2023-02-07 03:00:00,3,1011.5,1015.1,17.9,17.1,95,0.6,70,3.0,330,0.0,0,...,0,...,0,...
2023/2/7,04:00:00,2023-02-07 04:00:00,4,1011.3,1014.9,17.7,17.1,96,1.0,320,2.8,330,0.1,0.2,...,0,...,0,...
2023/2/7,05:00:00,2023-02-07 05:00:00,5,1011.9,1015.5,17.3,16.8,97,1.2,310,3.5,320,0.1,0.1,...,0,...,0,...
2023/2/7,06:00:00,2023-02-07 06:00:00,6,1012.5,1016.1,17.4,16.8,96,0.8,300,2.4,330,0.0,0,0,0,...,0,...
2023/2/7,07:00:00,2023-02-07 07:00:00,7,1013.0,1016.6,17.6,16.8,95,0.5,300,3.2,330,0.0,0,0,0.01,...,0,...
2023/2/7,08:00:00,2023-02-07 08:00:00,8,1013.5,1017.1,18.1,17.0,93,0.4,200,1.7,10,0.0,0,0,0.14,4,0,10
2023/2/7,09:00:00,2023-02-07 09:00:00,9,1014.2,1017.8,18.9,17.4,91,1.4,310,3.1,310,0.0,0,0,0.33,7,1,10
2023/2/7,10:00:00,2023-02-07 10:00:00,10,1014.3,1017.9,19.3,17.4,89,1.6,330,3.9,350,0.0,0,0,0.55,...,1,...
2023/2/7,11:00:00,2023-02-07 11:00:00,11,1014.0,1017.6,20.2,17.6,85,1.7,320,3.5,340,0.0,0,0,1.22,10,3,10
2023/2/7,12:00:00,2023-02-07 12:00:00,12,1013.3,1016.9,21.4,18.2,82,1.1,60,3.2,320,0.0,0,0,1.03,...,3,...
2023/2/7,13:00:00,2023-02-07 13:00:00,13,1012.8,1016.4,20.9,17.9,83,1.8,320,5.5,50,0.0,0,0,0.91,...,3,...
2023/2/7,14:00:00,2023-02-07 14:00:00,14,1012.5,1016.1,20.1,17.5,85,1.9,320,5.7,320,0.0,0,0,0.6,15,2,10
2023/2/7,15:00:00,2023-02-07 15:00:00,15,1012.2,1015.8,20.5,17.7,84,2.7,90,6.4,90,0.0,0,0,0.54,...,1,...
2023/2/7,16:00:00,2023-02-07 16:00:00,16,1012.5,1016.1,19.9,17.5,86,2.8,100,8.7,100,0.0,0,0,0.4,...,1,...
2023/2/7,17:00:00,2023-02-07 17:00:00,17,1012.9,1016.5,19.3,16.9,86,3.6,90,8.7,90,0.0,0,0,0.19,15,0,10
2023/2/7,18:00:00,2023-02-07 18:00:00,18,1013.4,1017.0,18.9,16.9,88,3.7,90,10.4,80,0.0,0,0,0.03,...,0,...
2023/2/7,19:00:00,2023-02-07 19:00:00,19,1013.8,1017.4,18.6,16.8,89,3.0,90,11.3,70,0.0,0,0,0,...,0,...
2023/2/7,20:00:00,2023-02-07 20:00:00,20,1014.6,1018.2,18.4,16.7,90,3.3,90,9.8,60,0.0,0,...,0,...,0,...
2023/2/7,21:00:00,2023-02-07 21:00:00,21,1015.1,1018.7,18.3,17.0,92,3.8,90,8.7,80,0.0,0,...,0,...,0,...
2023/2/7,22:00:00,2023-02-07 22:00:00,22,1015.3,1018.9,18.2,16.5,90,3.9,90,9.6,90,0.0,0,...,0,...,0,...
2023/2/7,23:00:00,2023-02-07 23:00:00,23,1015.2,1018.8,18.0,16.5,91,3.2,90,9.8,80,0.0,0,...,0,...,0,...
2023/2/7,00:00:00,2023-02-07 00:00:00,24,1015.1,1018.7,18.0,16.5,91,3.3,90,9.6,80,0.0,0,...,0,...,0,...
2023/2/8,01:00:00,2023-02-08 01:00:00,1,1015.0,1018.6,17.9,16.6,92,2.8,90,8.8,70,0.0,0,...,0,...,0,...
2023/2/8,02:00:00,2023-02-08 02:00:00,2,1014.3,1017.9,17.7,16.4,92,4.2,80,10.8,80,0.0,0,...,0,...,0,...
2023/2/8,03:00:00,2023-02-08 03:00:00,3,1014.1,1017.7,17.8,16.3,91,3.8,90,11.2,80,0.0,0,...,0,...,0,...
2023/2/8,04:00:00,2023-02-08 04:00:00,4,1014.0,1017.6,17.9,16.4,91,4.4,90,10.9,80,0.0,0,...,0,...,0,...
2023/2/8,05:00:00,2023-02-08 05:00:00,5,1014.5,1018.1,17.9,16.8,93,3.3,100,10.1,50,0.0,0,...,0,...,0,...
2023/2/8,06:00:00,2023-02-08 06:00:00,6,1015.1,1018.7,18.0,16.7,92,3.5,90,8.9,90,0.0,0,0,0,...,0,...
2023/2/8,07:00:00,2023-02-08 07:00:00,7,1015.5,1019.1,18.1,17.0,93,2.9,100,9.4,80,0.0,0,0,0.02,...,0,...
2023/2/8,08:00:00,2023-02-08 08:00:00,8,1016.1,1019.7,18.4,16.9,91,3.4,90,8.9,70,0.0,0,0,0.16,40,0,9
2023/2/8,09:00:00,2023-02-08 09:00:00,9,1016.3,1019.9,19.2,17.2,88,3.6,100,9.8,80,0.0,0,0.1,0.68,45,1,7
2023/2/8,10:00:00,2023-02-08 10:00:00,10,1016.0,1019.6,19.8,17.2,85,4.1,90,9.6,80,0.0,0,0.2,1.28,...,3,...
